perf_id,airfoil_id,version_id,alpha_deg,reynolds_number,cl,cd,cm,source_type,is_anomaly
3022,naca23018,1,2,100000,0.192250,0.009068,-0.038701,generated_synthetic,0
3023,naca23018,1,4,100000,0.393555,0.010997,-0.041885,generated_synthetic,0
3024,naca23018,1,6,100000,0.586306,0.016434,-0.047172,generated_synthetic,0
3025,naca23018,1,8,100000,0.782583,0.022903,-0.051836,generated_synthetic,0
3026,naca23018,1,10,100000,0.983707,0.034044,-0.054763,generated_synthetic,0
3027,naca23018,1,12,100000,1.222128,0.041594,-0.057956,generated_synthetic,0
3028,naca23018,1,14,100000,1.134065,0.049757,-0.063679,generated_synthetic,0
3029,naca23018,1,16,100000,1.081259,0.058096,-0.068423,generated_synthetic,0
3030,naca23018,1,18,100000,1.018065,0.069006,-0.071254,generated_synthetic,0
3031,naca23018,1,-10,200000,-0.979744,0.032912,-0.014851,generated_synthetic,0
3032,naca23018,1,-8,200000,-0.760463,0.024361,-0.018793,generated_synthetic,0
3033,naca23018,1,-6,200000,-0.612378,0.017144,-0.022652,generated_synthetic,0
3034,naca23018,1,-4,200000,-0.402419,0.012270,-0.026600,generated_synthetic,0
3035,naca23018,1,-2,200000,-0.200156,0.009028,-0.030652,generated_synthetic,0
3036,naca23018,1,0,200000,0.000000,0.007895,-0.034725,generated_synthetic,0
3037,naca23018,1,2,200000,0.198233,0.008553,-0.039254,generated_synthetic,0
3038,naca23018,1,4,200000,0.413748,0.012527,-0.043446,generated_synthetic,0
3039,naca23018,1,6,200000,0.587742,0.017082,-0.047484,generated_synthetic,0
3040,naca23018,1,8,200000,0.805739,0.024344,-0.052100,generated_synthetic,0
3041,naca23018,1,10,200000,1.005930,0.031768,-0.053567,generated_synthetic,0
3042,naca23018,1,12,200000,1.191477,0.044492,-0.060531,generated_synthetic,0
3043,naca23018,1,14,200000,1.198012,0.048919,-0.063548,generated_synthetic,0
3044,naca23018,1,16,200000,1.062265,0.056772,-0.067007,generated_synthetic,0
3045,naca23018,1,18,200000,1.085872,0.066031,-0.072537,generated_synthetic,0
3046,naca23018,1,-10,500000,-1.057542,0.035224,-0.014876,generated_synthetic,0
3047,naca23018,1,-8,500000,-0.842542,0.025373,-0.019190,generated_synthetic,0
3048,naca23018,1,-6,500000,-0.655528,0.017118,-0.022726,generated_synthetic,0
3049,naca23018,1,-4,500000,-0.420996,0.011297,-0.027579,generated_synthetic,0
3050,naca23018,1,-2,500000,-0.208398,0.009096,-0.031683,generated_synthetic,0
3051,naca23018,1,0,500000,0.000000,0.008000,-0.034378,generated_synthetic,0
3052,naca23018,1,2,500000,0.210775,0.008859,-0.039326,generated_synthetic,0
3053,naca23018,1,4,500000,0.414751,0.011871,-0.042101,generated_synthetic,0
3054,naca23018,1,6,500000,0.628237,0.016096,-0.047289,generated_synthetic,0
3055,naca23018,1,8,500000,0.850404,0.024869,-0.050557,generated_synthetic,0
3056,naca23018,1,10,500000,1.071825,0.035087,-0.054761,generated_synthetic,0
3057,naca23018,1,12,500000,1.224484,0.042894,-0.057710,generated_synthetic,0
3058,naca23018,1,14,500000,1.254503,0.051331,-0.062547,generated_synthetic,0
3059,naca23018,1,16,500000,1.146169,0.060094,-0.065803,generated_synthetic,0
3060,naca23018,1,18,500000,1.117096,0.072234,-0.068579,generated_synthetic,0
3061,naca23021,1,-10,50000,-0.974338,0.030838,-0.014921,generated_synthetic,0
3062,naca23021,1,-8,50000,-0.762186,0.023537,-0.018846,generated_synthetic,0
3063,naca23021,1,-6,50000,-0.571629,0.017416,-0.023712,generated_synthetic,0
3064,naca23021,1,-4,50000,-0.376233,0.011634,-0.026562,generated_synthetic,0
3065,naca23021,1,-2,50000,-0.185301,0.008598,-0.030792,generated_synthetic,0
3066,naca23021,1,0,50000,0.000000,0.008349,-0.034471,generated_synthetic,0
3067,naca23021,1,2,50000,0.198373,0.008917,-0.038703,generated_synthetic,0
3068,naca23021,1,4,50000,0.392482,0.011764,-0.041721,generated_synthetic,0
3069,naca23021,1,6,50000,0.564200,0.016575,-0.047271,generated_synthetic,0
3070,naca23021,1,8,50000,0.769534,0.024316,-0.052127,generated_synthetic,0
3071,naca23021,1,10,50000,0.952964,0.030752,-0.056410,generated_synthetic,0
3072,naca23021,1,12,50000,1.137367,0.041492,-0.058084,generated_synthetic,0
3073,naca23021,1,14,50000,1.087895,0.048159,-0.062661,generated_synthetic,0
3074,naca23021,1,16,50000,1.017979,0.057092,-0.068171,generated_synthetic,0
3075,naca23021,1,18,50000,0.997615,0.065396,-0.070573,generated_synthetic,0
3076,naca23021,1,-10,100000,-0.976826,0.032452,-0.014904,generated_synthetic,0
3077,naca23021,1,-8,100000,-0.761565,0.023881,-0.019079,generated_synthetic,0
3078,naca23021,1,-6,100000,-0.597874,0.016773,-0.022958,generated_synthetic,0
3079,naca23021,1,-4,100000,-0.398775,0.011942,-0.026502,generated_synthetic,0
3080,naca23021,1,-2,100000,-0.190945,0.008858,-0.030841,generated_synthetic,0
3081,naca23021,1,0,100000,0.000000,0.008173,-0.036032,generated_synthetic,0
3082,naca23021,1,2,100000,0.198818,0.009151,-0.039354,generated_synthetic,0
3083,naca23021,1,4,100000,0.392938,0.011784,-0.043099,generated_synthetic,0
3084,naca23021,1,6,100000,0.587486,0.016081,-0.047233,generated_synthetic,0
3085,naca23021,1,8,100000,0.786665,0.023588,-0.050858,generated_synthetic,0
3086,naca23021,1,10,100000,0.998315,0.029743,-0.053973,generated_synthetic,0
3087,naca23021,1,12,100000,1.188064,0.041726,-0.058664,generated_synthetic,0
3088,naca23021,1,14,100000,1.152636,0.050297,-0.062940,generated_synthetic,0
3089,naca23021,1,16,100000,4.113272,0.060568,-0.067985,generated_synthetic,1
3090,naca23021,1,18,100000,1.083222,0.066813,-0.071240,generated_synthetic,0
3091,naca23021,1,-10,200000,-1.032532,0.034761,-0.014890,generated_synthetic,0
3092,naca23021,1,-8,200000,-0.803382,0.024299,-0.018937,generated_synthetic,0
3093,naca23021,1,-6,200000,-0.610988,0.017207,-0.022699,generated_synthetic,0
3094,naca23021,1,-4,200000,-0.417892,0.011355,-0.027209,generated_synthetic,0
3095,naca23021,1,-2,200000,-0.203701,0.008899,-0.030791,generated_synthetic,0
3096,naca23021,1,0,200000,0.000000,0.007550,-0.035656,generated_synthetic,0
3097,naca23021,1,2,200000,0.206874,0.009431,-0.039721,generated_synthetic,0
3098,naca23021,1,4,200000,0.399629,0.011975,-0.043214,generated_synthetic,0
3099,naca23021,1,6,200000,0.596315,0.017147,-0.046919,generated_synthetic,0
3100,naca23021,1,8,200000,0.813434,0.023856,-0.051754,generated_synthetic,0
3101,naca23021,1,10,200000,1.018418,0.032289,-0.054944,generated_synthetic,0
3102,naca23021,1,12,200000,1.186081,0.045344,-0.060158,generated_synthetic,0
3103,naca23021,1,14,200000,1.257868,0.050398,-0.062561,generated_synthetic,0
3104,naca23021,1,16,200000,1.108112,0.058892,-0.066134,generated_synthetic,0
3105,naca23021,1,18,200000,1.097741,0.071942,-0.073797,generated_synthetic,0
3106,naca23021,1,-10,500000,-1.057838,0.034920,-0.015028,generated_synthetic,0
3107,naca23021,1,-8,500000,-0.845069,0.025000,-0.018730,generated_synthetic,0
3108,naca23021,1,-6,500000,-0.629639,0.018397,-0.023140,generated_synthetic,0
3109,naca23021,1,-4,500000,-0.422136,0.012119,-0.027091,generated_synthetic,0
3110,naca23021,1,-2,500000,-0.214942,0.009174,-0.030401,generated_synthetic,0
3111,naca23021,1,0,500000,0.000000,0.008101,-0.034550,generated_synthetic,0
3112,naca23021,1,2,500000,0.213382,0.009293,-0.038208,generated_synthetic,0
3113,naca23021,1,4,500000,0.434674,0.011854,-0.044247,generated_synthetic,0
3114,naca23021,1,6,500000,0.629168,0.017591,-0.046852,generated_synthetic,0
3115,naca23021,1,8,500000,0.861576,0.024171,-0.051910,generated_synthetic,0
3116,naca23021,1,10,500000,1.087229,0.031650,-0.053927,generated_synthetic,0
3117,naca23021,1,12,500000,5.060207,0.046182,-0.059032,generated_synthetic,1
3118,naca23021,1,14,500000,1.266300,0.054381,-0.060940,generated_synthetic,0
3119,naca23021,1,16,500000,1.132465,0.059998,-0.064485,generated_synthetic,0
3120,naca23021,1,18,500000,1.185046,0.072245,-0.071266,generated_synthetic,0
3121,naca2412,1,-10,50000,-0.939733,0.031266,-0.014853,generated_synthetic,0
3122,naca2412,1,-8,50000,-0.756020,0.023795,-0.019125,generated_synthetic,0
3123,naca2412,1,-6,50000,-0.570006,0.017255,-0.022887,generated_synthetic,0
3124,naca2412,1,-4,50000,-0.373296,0.012464,-0.026715,generated_synthetic,0
3125,naca2412,1,-2,50000,-0.185419,0.008905,-0.030657,generated_synthetic,0
3126,naca2412,1,0,50000,0.000000,0.007684,-0.035977,generated_synthetic,0
3127,naca2412,1,2,50000,0.182605,0.009418,-0.038567,generated_synthetic,0
3128,naca2412,1,4,50000,0.372056,0.011572,-0.042495,generated_synthetic,0
3129,naca2412,1,6,50000,0.580265,0.016633,-0.046048,generated_synthetic,0
3130,naca2412,1,8,50000,0.748829,0.024265,-0.051038,generated_synthetic,0
3131,naca2412,1,10,50000,0.960279,0.032412,-0.055776,generated_synthetic,0
3132,naca2412,1,12,50000,1.136094,0.043451,-0.058257,generated_synthetic,0
3133,naca2412,1,14,50000,1.130115,0.049101,-0.063931,generated_synthetic,0
3134,naca2412,1,16,50000,0.983162,0.059414,-0.067224,generated_synthetic,0
3135,naca2412,1,18,50000,1.030581,0.067906,-0.073076,generated_synthetic,0
3136,naca2412,1,-10,100000,-0.952827,0.032307,-0.015011,generated_synthetic,0
3137,naca2412,1,-8,100000,-0.802701,0.022634,-0.019296,generated_synthetic,0
3138,naca2412,1,-6,100000,-0.587382,0.016528,-0.023205,generated_synthetic,0
3139,naca2412,1,-4,100000,-0.386928,0.011643,-0.027122,generated_synthetic,0
3140,naca2412,1,-2,100000,-0.194025,0.008931,-0.032019,generated_synthetic,0
3141,naca2412,1,0,100000,0.000000,0.008066,-0.035037,generated_synthetic,0
3142,naca2412,1,2,100000,0.189597,0.008976,-0.039918,generated_synthetic,0
3143,naca2412,1,4,100000,0.388223,0.011985,-0.044347,generated_synthetic,0
3144,naca2412,1,6,100000,0.592962,0.016754,-0.047130,generated_synthetic,0
3145,naca2412,1,8,100000,0.791814,0.023626,-0.050615,generated_synthetic,0
3146,naca2412,1,10,100000,0.939589,-0.032838,-0.055597,generated_synthetic,1
3147,naca2412,1,12,100000,1.213417,0.041483,-0.059002,generated_synthetic,0
3148,naca2412,1,14,100000,1.180760,0.050950,-0.062291,generated_synthetic,0
3149,naca2412,1,16,100000,1.083325,0.057380,-0.066872,generated_synthetic,0
3150,naca2412,1,18,100000,1.051931,0.068471,-0.070591,generated_synthetic,0
3151,naca2412,1,-10,200000,-1.023526,0.034320,-0.015091,generated_synthetic,0
3152,naca2412,1,-8,200000,-0.786432,0.024015,-0.019063,generated_synthetic,0
3153,naca2412,1,-6,200000,-0.592294,0.017286,-0.023104,generated_synthetic,0
3154,naca2412,1,-4,200000,-0.401727,0.011905,-0.026326,generated_synthetic,0
3155,naca2412,1,-2,200000,-0.195391,0.008969,-0.031317,generated_synthetic,0
3156,naca2412,1,0,200000,0.000000,0.008458,-0.035820,generated_synthetic,0
3157,naca2412,1,2,200000,0.199079,0.008690,-0.039356,generated_synthetic,0
3158,naca2412,1,4,200000,0.408110,0.012055,-0.042102,generated_synthetic,0
3159,naca2412,1,6,200000,0.609772,0.017437,-0.047149,generated_synthetic,0
3160,naca2412,1,8,200000,0.807869,0.024392,-0.050687,generated_synthetic,0
3161,naca2412,1,10,200000,1.004815,0.033054,-0.055296,generated_synthetic,0
3162,naca2412,1,12,200000,1.211010,0.045089,-0.060669,generated_synthetic,0
3163,naca2412,1,14,200000,1.156384,0.049506,-0.062790,generated_synthetic,0
3164,naca2412,1,16,200000,1.096784,0.059045,-0.066491,generated_synthetic,0
3165,naca2412,1,18,200000,1.111774,0.067590,-0.069939,generated_synthetic,0
3166,naca2412,1,-10,500000,-1.076579,-0.034535,-0.015247,generated_synthetic,1
3167,naca2412,1,-8,500000,-0.803376,0.024318,-0.019014,generated_synthetic,0
3168,naca2412,1,-6,500000,-0.633110,0.017622,-0.023283,generated_synthetic,0
3169,naca2412,1,-4,500000,-0.420300,0.012282,-0.026488,generated_synthetic,0
3170,naca2412,1,-2,500000,-0.208698,0.008906,-0.031475,generated_synthetic,0
3171,naca2412,1,0,500000,0.000000,0.007979,-0.035007,generated_synthetic,0
3172,naca2412,1,2,500000,0.209686,0.008956,-0.039395,generated_synthetic,0
3173,naca2412,1,4,500000,0.439212,0.011983,-0.043337,generated_synthetic,0
3174,naca2412,1,6,500000,0.628170,0.018077,-0.047645,generated_synthetic,0
3175,naca2412,1,8,500000,0.847059,0.023198,-0.051941,generated_synthetic,0
3176,naca2412,1,10,500000,1.032731,0.033012,-0.054962,generated_synthetic,0
3177,naca2412,1,12,500000,1.297859,0.045102,-0.059384,generated_synthetic,0
3178,naca2412,1,14,500000,1.235052,0.053081,-0.062784,generated_synthetic,0
3179,naca2412,1,16,500000,1.136638,0.058605,-0.066585,generated_synthetic,0
3180,naca2412,1,18,500000,1.150551,0.071766,-0.071179,generated_synthetic,0
3181,naca2415,1,-10,50000,-0.968764,0.033984,-0.014956,generated_synthetic,0
3182,naca2415,1,-8,50000,-0.737747,0.023602,-0.018735,generated_synthetic,0
3183,naca2415,1,-6,50000,-0.576250,0.016603,-0.022795,generated_synthetic,0
3184,naca2415,1,-4,50000,-0.364878,0.011966,-0.026946,generated_synthetic,0
3185,naca2415,1,-2,50000,-0.184433,0.008704,-0.030783,generated_synthetic,0
3186,naca2415,1,0,50000,0.000000,0.008498,-0.034565,generated_synthetic,0
3187,naca2415,1,2,50000,0.185293,0.008519,-0.039383,generated_synthetic,0
3188,naca2415,1,4,50000,0.380921,0.011639,-0.044026,generated_synthetic,0
3189,naca2415,1,6,50000,0.572729,0.017502,-0.046631,generated_synthetic,0
3190,naca2415,1,8,50000,0.777851,0.023038,-0.051107,generated_synthetic,0
3191,naca2415,1,10,50000,0.937082,0.031424,-0.054203,generated_synthetic,0
3192,naca2415,1,12,50000,1.126518,0.041102,-0.059630,generated_synthetic,0
3193,naca2415,1,14,50000,1.110518,0.049298,-0.062116,generated_synthetic,0
3194,naca2415,1,16,50000,1.027091,0.058879,-0.066891,generated_synthetic,0
3195,naca2415,1,18,50000,1.032871,0.064913,-0.070301,generated_synthetic,0
3196,naca2415,1,-10,100000,-0.936268,0.032583,-0.015091,generated_synthetic,0
3197,naca2415,1,-8,100000,-0.773715,0.023120,-0.018870,generated_synthetic,0
3198,naca2415,1,-6,100000,-0.589310,0.016410,-0.022960,generated_synthetic,0
3199,naca2415,1,-4,100000,-0.392025,0.011652,-0.026423,generated_synthetic,0
3200,naca2415,1,-2,100000,-0.185959,0.008841,-0.031061,generated_synthetic,0
3201,naca2415,1,0,100000,0.000000,0.007839,-0.034457,generated_synthetic,0
3202,naca2415,1,2,100000,0.196538,0.009066,-0.038654,generated_synthetic,0
3203,naca2415,1,4,100000,0.393021,0.011860,-0.043477,generated_synthetic,0
3204,naca2415,1,6,100000,0.604212,0.016845,-0.046687,generated_synthetic,0
3205,naca2415,1,8,100000,0.774689,0.024387,-0.051095,generated_synthetic,0
3206,naca2415,1,10,100000,0.991731,0.031306,-0.053747,generated_synthetic,0
3207,naca2415,1,12,100000,1.175536,0.041259,-0.059388,generated_synthetic,0
3208,naca2415,1,14,100000,1.100687,0.051332,-0.062773,generated_synthetic,0
3209,naca2415,1,16,100000,1.075539,0.057837,-0.067901,generated_synthetic,0
3210,naca2415,1,18,100000,1.060782,0.067093,-0.070915,generated_synthetic,0
3211,naca2415,1,-10,200000,-0.990284,0.032423,-0.014882,generated_synthetic,0
3212,naca2415,1,-8,200000,-0.793474,0.025170,-0.018287,generated_synthetic,0
3213,naca2415,1,-6,200000,-0.603454,0.016487,-0.023394,generated_synthetic,0
3214,naca2415,1,-4,200000,-0.394350,0.012721,-0.027145,generated_synthetic,0
3215,naca2415,1,-2,200000,-0.197805,0.008927,-0.030934,generated_synthetic,0
3216,naca2415,1,0,200000,0.000000,0.007682,-0.035410,generated_synthetic,0
3217,naca2415,1,2,200000,0.196748,0.008808,-0.039666,generated_synthetic,0
3218,naca2415,1,4,200000,0.415884,0.011674,-0.042727,generated_synthetic,0
3219,naca2415,1,6,200000,0.608030,0.016736,-0.046872,generated_synthetic,0
3220,naca2415,1,8,200000,0.791144,0.025130,-0.051508,generated_synthetic,0
3221,naca2415,1,10,200000,1.007244,0.035047,-0.055393,generated_synthetic,0
3222,naca2415,1,12,200000,1.242251,0.046256,-0.058573,generated_synthetic,0
3223,naca2415,1,14,200000,1.209025,0.050190,-0.062709,generated_synthetic,0
3224,naca2415,1,16,200000,1.072350,0.058482,-0.067007,generated_synthetic,0
3225,naca2415,1,18,200000,1.093798,0.069950,-0.069585,generated_synthetic,0
3226,naca2415,1,-10,500000,-1.052998,0.034078,-0.014803,generated_synthetic,0
3227,naca2415,1,-8,500000,-0.821859,0.024568,-0.019286,generated_synthetic,0
3228,naca2415,1,-6,500000,-0.624752,0.016786,-0.023103,generated_synthetic,0
3229,naca2415,1,-4,500000,-0.434481,0.012141,-0.026972,generated_synthetic,0
3230,naca2415,1,-2,500000,-0.215037,0.009221,-0.031231,generated_synthetic,0
3231,naca2415,1,0,500000,0.000000,0.008277,-0.035792,generated_synthetic,0
3232,naca2415,1,2,500000,0.833609,0.008719,-0.038328,generated_synthetic,1
3233,naca2415,1,4,500000,0.424491,0.011267,-0.043313,generated_synthetic,0
3234,naca2415,1,6,500000,0.609577,0.018543,-0.047236,generated_synthetic,0
3235,naca2415,1,8,500000,0.836387,0.025183,-0.050904,generated_synthetic,0
3236,naca2415,1,10,500000,1.072198,0.033764,-0.054635,generated_synthetic,0
3237,naca2415,1,12,500000,1.249778,0.045020,-0.058670,generated_synthetic,0
3238,naca2415,1,14,500000,1.255200,0.052230,-0.063503,generated_synthetic,0
3239,naca2415,1,16,500000,1.159546,0.059133,-0.066073,generated_synthetic,0
3240,naca2415,1,18,500000,1.099444,0.070816,-0.071066,generated_synthetic,0
3241,naca4412,1,-10,50000,-0.956157,0.031286,-0.015024,generated_synthetic,0
3242,naca4412,1,-8,50000,-0.766298,0.023492,-0.018756,generated_synthetic,0
3243,naca4412,1,-6,50000,-0.569705,0.016591,-0.023909,generated_synthetic,0
3244,naca4412,1,-4,50000,-0.374836,0.011856,-0.026923,generated_synthetic,0
3245,naca4412,1,-2,50000,-0.186032,0.008820,-0.030606,generated_synthetic,0
3246,naca4412,1,0,50000,0.000000,0.008310,-0.035038,generated_synthetic,0
3247,naca4412,1,2,50000,0.191576,0.008672,-0.039289,generated_synthetic,0
3248,naca4412,1,4,50000,0.385510,0.011716,-0.042877,generated_synthetic,0
3249,naca4412,1,6,50000,0.560730,0.015802,-0.047191,generated_synthetic,0
3250,naca4412,1,8,50000,0.736864,0.023458,-0.050221,generated_synthetic,0
3251,naca4412,1,10,50000,0.918600,0.030069,-0.053767,generated_synthetic,0
3252,naca4412,1,12,50000,1.138131,0.043049,-0.058796,generated_synthetic,0
3253,naca4412,1,14,50000,1.096649,0.050956,-0.064298,generated_synthetic,0
3254,naca4412,1,16,50000,1.043503,0.054977,-0.066396,generated_synthetic,0
3255,naca4412,1,18,50000,1.001444,0.065511,-0.071851,generated_synthetic,0
3256,naca4412,1,-10,100000,-0.995576,0.032073,-0.014918,generated_synthetic,0
3257,naca4412,1,-8,100000,-0.763841,0.023974,-0.019184,generated_synthetic,0
3258,naca4412,1,-6,100000,-0.579393,0.017759,-0.023160,generated_synthetic,0
3259,naca4412,1,-4,100000,-0.391545,0.011952,-0.026647,generated_synthetic,0
3260,naca4412,1,-2,100000,-0.203131,0.008919,-0.031564,generated_synthetic,0
3261,naca4412,1,0,100000,0.000000,0.007982,-0.034048,generated_synthetic,0
3262,naca4412,1,2,100000,0.196315,0.009063,-0.039025,generated_synthetic,0
3263,naca4412,1,4,100000,0.390381,0.011513,-0.043364,generated_synthetic,0
3264,naca4412,1,6,100000,0.604303,0.017235,-0.046785,generated_synthetic,0
3265,naca4412,1,8,100000,0.762359,0.022291,-0.051406,generated_synthetic,0
3266,naca4412,1,10,100000,0.957783,0.032087,-0.055666,generated_synthetic,0
3267,naca4412,1,12,100000,1.228534,0.044022,-0.058721,generated_synthetic,0
3268,naca4412,1,14,100000,1.148595,0.049904,-0.062722,generated_synthetic,0
3269,naca4412,1,16,100000,1.083491,0.057204,-0.066953,generated_synthetic,0
3270,naca4412,1,18,100000,1.027321,0.068016,-0.069685,generated_synthetic,0
3271,naca4412,1,-10,200000,-1.020379,0.030884,-0.014742,generated_synthetic,0
3272,naca4412,1,-8,200000,-0.828809,0.024745,-0.018814,generated_synthetic,0
3273,naca4412,1,-6,200000,-0.573722,0.017411,-0.022768,generated_synthetic,0
3274,naca4412,1,-4,200000,-0.400196,0.011958,-0.026165,generated_synthetic,0
3275,naca4412,1,-2,200000,-0.205635,0.008982,-0.031103,generated_synthetic,0
3276,naca4412,1,0,200000,0.000000,0.008023,-0.035788,generated_synthetic,0
3277,naca4412,1,2,200000,0.206114,0.009347,-0.037656,generated_synthetic,0
3278,naca4412,1,4,200000,0.395360,0.012020,-0.043199,generated_synthetic,0
3279,naca4412,1,6,200000,0.614288,0.017479,-0.048273,generated_synthetic,0
3280,naca4412,1,8,200000,0.823057,0.023285,-0.051351,generated_synthetic,0
3281,naca4412,1,10,200000,0.973133,0.033988,-0.053822,generated_synthetic,0
3282,naca4412,1,12,200000,1.234722,0.042598,-0.059007,generated_synthetic,0
3283,naca4412,1,14,200000,1.161231,0.051179,-0.062238,generated_synthetic,0
3284,naca4412,1,16,200000,1.091208,0.059884,-0.067073,generated_synthetic,0
3285,naca4412,1,18,200000,1.055441,0.069239,-0.068387,generated_synthetic,0
3286,naca4412,1,-10,500000,-1.062124,0.032312,-0.014932,generated_synthetic,0
3287,naca4412,1,-8,500000,-0.849508,0.027041,-0.019435,generated_synthetic,0
3288,naca4412,1,-6,500000,-0.629834,0.016930,-0.022983,generated_synthetic,0
3289,naca4412,1,-4,500000,-0.405734,0.012444,-0.027472,generated_synthetic,0
3290,naca4412,1,-2,500000,-0.207661,0.008826,-0.031314,generated_synthetic,0
3291,naca4412,1,0,500000,0.000000,0.008025,-0.036043,generated_synthetic,0
3292,naca4412,1,2,500000,0.211579,0.009081,-0.038276,generated_synthetic,0
3293,naca4412,1,4,500000,0.418687,0.012194,-0.043488,generated_synthetic,0
3294,naca4412,1,6,500000,0.627137,0.017375,-0.046810,generated_synthetic,0
3295,naca4412,1,8,500000,0.820792,0.023895,-0.050623,generated_synthetic,0
3296,naca4412,1,10,500000,1.083584,0.033395,-0.056452,generated_synthetic,0
3297,naca4412,1,12,500000,1.250929,0.045035,-0.058459,generated_synthetic,0
3298,naca4412,1,14,500000,1.234239,0.051810,-0.061316,generated_synthetic,0
3299,naca4412,1,16,500000,1.128718,0.058830,-0.067228,generated_synthetic,0
3300,naca4412,1,18,500000,1.172358,0.069499,-0.070541,generated_synthetic,0
3301,naca4415,1,-10,50000,-0.959129,0.031707,-0.015238,generated_synthetic,0
3302,naca4415,1,-8,50000,-0.745069,0.023987,-0.019052,generated_synthetic,0
3303,naca4415,1,-6,50000,-0.554393,0.017169,-0.023050,generated_synthetic,0
3304,naca4415,1,-4,50000,-0.378906,0.012009,-0.027567,generated_synthetic,0
3305,naca4415,1,-2,50000,-0.191125,0.008648,-0.031150,generated_synthetic,0
3306,naca4415,1,0,50000,0.000000,0.008434,-0.035765,generated_synthetic,0
3307,naca4415,1,2,50000,0.186571,0.009393,-0.038705,generated_synthetic,0
3308,naca4415,1,4,50000,0.378161,0.011630,-0.043309,generated_synthetic,0
3309,naca4415,1,6,50000,0.563484,0.016414,-0.047658,generated_synthetic,0
3310,naca4415,1,8,50000,0.747017,0.023065,-0.050409,generated_synthetic,0
3311,naca4415,1,10,50000,0.922114,0.032918,-0.054977,generated_synthetic,0
3312,naca4415,1,12,50000,1.142787,0.041194,-0.057926,generated_synthetic,0
3313,naca4415,1,14,50000,1.129495,0.051484,-0.063644,generated_synthetic,0
3314,naca4415,1,16,50000,0.999257,0.055866,-0.066259,generated_synthetic,0
3315,naca4415,1,18,50000,1.025133,0.070612,-0.070780,generated_synthetic,0
3316,naca4415,1,-10,100000,-0.992415,0.031193,-0.015191,generated_synthetic,0
3317,naca4415,1,-8,100000,-0.752085,0.023621,-0.018833,generated_synthetic,0
3318,naca4415,1,-6,100000,-0.587728,0.017181,-0.022866,generated_synthetic,0
3319,naca4415,1,-4,100000,-0.391362,0.012256,-0.027172,generated_synthetic,0
3320,naca4415,1,-2,100000,-0.200296,0.008886,-0.031222,generated_synthetic,0
3321,naca4415,1,0,100000,0.000000,0.007884,-0.035117,generated_synthetic,0
3322,naca4415,1,2,100000,0.193557,0.008743,-0.040529,generated_synthetic,0
3323,naca4415,1,4,100000,0.398127,0.011954,-0.043328,generated_synthetic,0
3324,naca4415,1,6,100000,0.591047,0.016350,-0.047602,generated_synthetic,0
3325,naca4415,1,8,100000,0.767158,0.022539,-0.051371,generated_synthetic,0
3326,naca4415,1,10,100000,0.997727,0.033647,-0.055286,generated_synthetic,0
3327,naca4415,1,12,100000,1.145631,0.043284,-0.059388,generated_synthetic,0
3328,naca4415,1,14,100000,1.149057,0.052653,-0.063700,generated_synthetic,0
3329,naca4415,1,16,100000,1.091471,0.058523,-0.067249,generated_synthetic,0
3330,naca4415,1,18,100000,1.031275,0.068553,-0.073072,generated_synthetic,0
3331,naca4415,1,-10,200000,-1.020551,0.031678,-0.015086,generated_synthetic,0
3332,naca4415,1,-8,200000,-0.811605,0.023601,-0.018498,generated_synthetic,0
3333,naca4415,1,-6,200000,-0.623453,0.017370,-0.022994,generated_synthetic,0
3334,naca4415,1,-4,200000,-0.399798,0.012461,-0.026920,generated_synthetic,0
3335,naca4415,1,-2,200000,-0.202549,0.009446,-0.030372,generated_synthetic,0
3336,naca4415,1,0,200000,0.000000,0.008239,-0.035311,generated_synthetic,0
3337,naca4415,1,2,200000,0.197347,0.009263,-0.039351,generated_synthetic,0
3338,naca4415,1,4,200000,0.402265,0.012328,-0.042322,generated_synthetic,0
3339,naca4415,1,6,200000,0.608964,0.016804,-0.046769,generated_synthetic,0
3340,naca4415,1,8,200000,0.814986,0.024270,-0.050417,generated_synthetic,0
3341,naca4415,1,10,200000,1.024597,0.034133,-0.055680,generated_synthetic,0
3342,naca4415,1,12,200000,1.217633,0.044485,-0.059004,generated_synthetic,0
3343,naca4415,1,14,200000,1.175812,0.051695,-0.062705,generated_synthetic,0
3344,naca4415,1,16,200000,1.124417,0.058622,-0.067846,generated_synthetic,0
3345,naca4415,1,18,200000,1.092730,0.069160,-0.070759,generated_synthetic,0
3346,naca4415,1,-10,500000,-1.054818,0.036602,-0.015206,generated_synthetic,0
3347,naca4415,1,-8,500000,-0.844996,0.024745,-0.018994,generated_synthetic,0
3348,naca4415,1,-6,500000,-0.637532,0.017101,-0.023267,generated_synthetic,0
3349,naca4415,1,-4,500000,-0.421055,0.011648,-0.025851,generated_synthetic,0
3350,naca4415,1,-2,500000,-0.209872,0.008998,-0.030829,generated_synthetic,0
3351,naca4415,1,0,500000,0.000000,0.007884,-0.034138,generated_synthetic,0
3352,naca4415,1,2,500000,0.217229,0.008761,-0.038926,generated_synthetic,0
3353,naca4415,1,4,500000,0.409184,0.011899,-0.043364,generated_synthetic,0
3354,naca4415,1,6,500000,0.616756,0.018480,-0.047313,generated_synthetic,0
3355,naca4415,1,8,500000,0.828137,0.025981,-0.051050,generated_synthetic,0
